앞글자,뒷글자,빈도
잡,죄,2
잡,아,30
잡,증,2
잡,스,11
잡,는,1
잡,역,10
잡,관,6
잡,괴,2
잡,로,1
잡,무,2
잡,형,1
잡,화,12
잡,은,5
잡,답,3
잡,제,2
잡,극,4
잡,상,6
잡,희,2
잡,손,6
잡,초,3
잡,배,2
잡,짤,1
잡,단,2
잡,수,5
잡,탕,10
잡,밥,1
잡,처,4
잡,것,1
잡,패,1
잡,조,2
잡,색,8
잡,영,2
잡,간,1
잡,객,1
잡,건,1
잡,견,1
잡,계,2
잡,고,3
잡,곡,7
잡,공,1
잡,과,5
잡,광,1
잡,교,1
잡,구,1
잡,군,1
잡,귀,1
잡,균,2
잡,급,1
잡,낭,1
잡,념,1
잡,담,6
잡,동,3
잡,두,1
잡,드,1
잡,디,2
잡,떨,1
잡,란,2
잡,렴,1
잡,령,1
잡,론,1
잡,류,3
잡,림,1
잡,말,1
잡,면,1
잡,모,1
잡,목,2
잡,문,1
잡,물,4
잡,미,1
잡,바,1
잡,박,2
잡,방,2
잡,범,1
잡,병,1
잡,보,1
잡,복,1
잡,부,2
잡,분,1
잡,비,4
잡,살,3
잡,서,1
잡,석,3
잡,설,1
잡,성,2
잡,소,1
잡,송,1
잡,순,1
잡,술,3
잡,숫,1
잡,습,2
잡,시,2
잡,식,6
잡,신,1
잡,심,1
잡,쌀,1
잡,악,1
잡,약,1
잡,양,1
잡,어,3
잡,언,3
잡,업,1
잡,연,3
잡,예,2
잡,완,1
잡,요,2
잡,용,1
잡,우,2
잡,위,1
잡,유,2
잡,을,3
잡,의,1
잡,일,1
잡,자,1
잡,작,1
잡,잠,1
잡,장,2
잡,저,1
잡,졸,1
잡,좌,2
잡,주,2
잡,직,3
잡,질,2
잡,차,1
잡,착,2
잡,찬,1
잡,찰,1
잡,책,1
잡,척,1
잡,철,2
잡,체,2
잡,총,1
잡,축,1
잡,치,1
잡,칙,1
잡,탈,1
잡,토,1
잡,파,1
잡,판,2
잡,팽,1
잡,품,1
잡,피,1
잡,필,2
잡,하,2
잡,학,2
잡,한,1
잡,해,1
잡,행,1
잡,혀,1
잡,혈,2
잡,혼,1
잡,황,1
잡,회,1
잡,효,1
잡,흐,1
잡,흥,1
잡,힐,1
토,리,109
토,시,39
토,<EOS>,1019
토,막,48
토,초,5
토,브,7
토,그,40
토,깃,1
토,기,93
토,마,41
토,질,12
토,양,115
토,페,4
토,겐,6
토,사,27
토,스,68
토,오,9
토,젠,3
토,니,24
토,크,35
토,귀,1
토,장,16
토,끼,79
토,씨,14
토,지,80
토,포,16
토,대,12
토,미,15
토,탄,5
토,록,18
토,왕,5
토,수,3
토,란,11
토,설,3
토,르,40
토,건,4
토,완,1
토,중,3
토,각,4
토,프,24
토,피,18
토,다,9
토,롬,1
토,성,8
토,의,10
토,룡,14
토,인,8
토,과,3
토,더,1
토,비,7
토,목,18
토,산,15
토,압,2
토,닉,7
토,벌,7
토,호,12
토,핑,2
토,네,3
토,메,7
토,옙,1
토,락,1
토,름,5
토,석,4
토,닌,7
토,륨,7
토,소,4
토,론,16
토,반,5
토,글,3
토,플,7
토,랑,1
토,로,13
토,세,1
토,권,1
토,욕,6
토,푸,2
토,광,7
토,폰,2
토,돈,3
토,바,10
토,즈,1
토,드,12
토,이,14
토,하,12
토,트,7
토,펠,3
토,색,7
토,져,1
토,라,7
토,노,5
토,모,5
토,콘,2
토,굴,6
토,갱,2
토,곁,1
토,용,3
토,분,3
토,매,6
토,넨,1
토,벤,1
토,나,6
토,척,3
토,쿠,2
토,밍,1
토,테,2
토,누,3
토,신,5
토,카,4
토,치,6
토,발,2
토,도,9
토,층,2
토,가,5
토,혈,3
토,무,3
토,요,4
토,폴,3
토,머,16
토,불,5
토,새,2
토,절,1
토,아,8
토,커,2
토,케,2
토,코,3
토,퍼,2
토,증,3
토,키,8
토,생,3
토,정,5
토,후,6
토,텔,6
토,파,8
토,레,11
토,박,5
토,타,2
토,근,4
토,넬,1
토,금,3
토,류,19
토,족,2
토,공,3
토,당,2
토,고,6
토,돌,6
토,팬,1
토,헬,1
토,주,7
토,만,2
토,맷,1
토,자,1
토,클,2
토,너,4
토,붕,6
토,칼,1
토,낏,2
토,늄,6
토,현,2
토,어,4
토,데,1
토,판,4
토,죄,4
토,우,3
토,단,3
토,화,7
토,헥,2
토,팍,1
토,핀,1
토,필,2
토,감,2
토,개,1
토,격,1
토,경,2
토,계,1
토,골,2
토,관,2
토,괴,1
토,교,1
토,구,4
토,규,1
토,극,1
토,까,3
토,깡,1
토,깨,1
토,깽,1
토,꼽,1
토,날,2
토,납,2
토,낭,1
토,낼,1
토,농,2
토,닥,8
토,달,6
토,담,3
토,동,1
토,두,1
토,둔,2
토,들,6
토,디,1
토,랏,1
토,량,1
토,러,2
토,런,2
토,렐,1
토,력,1
토,련,4
토,렴,2
토,령,1
토,롱,1
토,뢰,1
토,룬,1
토,림,2
토,말,1
토,맥,2
토,멸,3
토,명,1
토,문,4
토,물,1
토,민,1
토,방,3
토,배,2
토,백,1
토,버,1
토,번,2
토,법,1
토,벽,3
토,별,2
토,병,1
토,볼,1
토,봉,2
토,뵈,1
토,부,2
토,빈,2
토,삭,2
토,삼,1
토,상,3
토,선,1
토,션,1
토,속,5
토,슈,2
토,습,2
토,식,2
토,실,6
토,심,4
토,악,3
토,안,1
토,역,10
토,연,1
토,영,2
토,옥,2
토,와,1
토,운,2
토,웅,1
토,원,3
토,월,2
토,위,1
토,유,3
토,육,3
토,음,1
토,익,1
토,입,2
토,재,1
토,저,3
토,적,5
토,전,1
토,점,3
토,제,6
토,조,1
토,졸,1
토,종,6
토,죽,1
토,진,4
토,째,1
토,쨍,1
토,착,12
토,채,1
토,청,1
토,체,1
토,총,1
토,축,3
토,출,6
토,충,1
토,취,1
토,칸,1
토,켈,1
토,큰,1
토,탑,1
토,털,4
토,템,3
토,토,1
토,패,2
토,평,3
토,표,1
토,품,1
토,풍,1
토,픽,1
토,함,1
토,해,3
토,핵,2
토,향,2
토,형,1
토,혼,1
토,홍,1
토,환,1
토,황,3
토,회,1
토,효,1
토,랄,2
토,찌,1
토,텐,1
토,맵,1
토,몽,1
토,셀,1
토,에,1
토,몬,1
토,콜,2
토,높,1
토,닝,1
토,꾸,1
토,애,1
토,톡,1
토,읍,1
삼,왕,7
삼,<EOS>,605
삼,사,37
삼,출,16
삼,단,29
삼,도,31
삼,조,10
삼,림,36
삼,층,26
삼,다,12
삼,화,24
삼,방,9
삼,차,38
삼,지,19
삼,팔,13
삼,문,20
삼,거,3
삼,채,18
삼,포,10
삼,동,10
삼,태,17
삼,각,151
삼,발,7
삼,키,10
삼,절,9
삼,바,13
삼,련,4
삼,알,2
삼,극,28
삼,인,18
삼,부,29
삼,엽,9
삼,찬,2
삼,존,22
삼,기,15
삼,경,15
삼,은,3
삼,소,5
삼,성,21
삼,등,11
삼,궁,3
삼,매,48
삼,계,21
삼,투,18
삼,굴,2
삼,국,24
삼,옹,1
삼,고,9
삼,요,7
삼,종,32
삼,락,3
삼,득,4
삼,폿,2
삼,접,1
삼,보,13
삼,세,51
삼,권,8
삼,가,6
삼,청,13
삼,연,6
삼,진,7
삼,릉,20
삼,현,17
삼,치,13
삼,버,1
삼,작,21
삼,장,24
삼,백,11
삼,번,2
삼,천,37
삼,품,7
삼,나,8
삼,대,37
삼,법,5
삼,삼,20
삼,년,11
삼,재,13
삼,복,19
삼,봉,5
삼,여,2
삼,군,7
삼,강,10
삼,승,11
삼,원,17
삼,촌,27
삼,길,1
삼,춘,8
삼,상,23
삼,삽,1
삼,불,7
삼,신,21
삼,이,16
삼,익,4
삼,한,11
삼,중,38
삼,광,5
삼,취,6
삼,덕,6
삼,십,53
삼,우,7
삼,망,5
삼,결,2
삼,납,1
삼,철,2
삼,코,1
삼,체,7
삼,밀,9
삼,급,4
삼,병,2
삼,간,15
삼,갈,1
삼,갑,1
삼,개,1
삼,건,2
삼,걸,1
삼,검,4
삼,겁,1
삼,겹,3
삼,골,1
삼,공,7
삼,과,1
삼,관,7
삼,괴,1
삼,교,5
삼,구,5
삼,굿,2
삼,궤,1
삼,귀,2
삼,근,3
삼,금,2
삼,꺼,1
삼,난,1
삼,남,3
삼,낳,1
삼,내,1
삼,녀,1
삼,념,2
삼,노,1
삼,농,1
삼,니,1
삼,무,6
삼,달,1
삼,당,3
삼,덩,2
삼,뎡,1
삼,독,2
삼,돌,1
삼,두,9
삼,라,3
삼,랑,3
삼,략,3
삼,량,5
삼,려,1
삼,력,2
삼,렬,3
삼,령,3
삼,례,9
삼,로,4
삼,록,1
삼,론,4
삼,롱,2
삼,뢰,1
삼,룡,1
삼,루,5
삼,류,1
삼,륙,4
삼,륜,3
삼,리,4
삼,립,2
삼,마,4
삼,막,1
삼,만,3
삼,먁,2
삼,메,1
삼,면,13
삼,명,1
삼,모,7
삼,목,4
삼,묘,1
삼,묵,1
삼,물,4
삼,미,2
삼,민,2
삼,박,13
삼,반,10
삼,받,1
삼,배,9
삼,뱅,1
삼,범,1
삼,베,4
삼,벽,1
삼,변,6
삼,별,3
삼,본,2
삼,뵈,1
삼,분,17
삼,브,2
삼,비,3
삼,빡,12
삼,뿌,1
삼,삭,5
삼,산,38
삼,살,2
삼,오,9
삼,선,11
삼,새,1
삼,색,24
삼,생,8
삼,서,2
삼,석,2
삼,설,3
삼,속,1
삼,손,2
삼,송,3
삼,쇠,1
삼,수,21
삼,숙,2
삼,순,2
삼,쉬,1
삼,습,1
삼,시,13
삼,식,1
삼,실,5
삼,심,8
삼,싱,1
삼,씨,5
삼,아,2
삼,악,2
삼,안,2
삼,암,1
삼,약,1
삼,양,2
삼,언,3
삼,엄,3
삼,업,2
삼,에,5
삼,엠,1
삼,역,3
삼,열,1
삼,염,9
삼,영,1
삼,외,1
삼,욕,2
삼,용,2
삼,운,5
삼,울,1
삼,월,8
삼,짇,2
삼,질,6
삼,위,9
삼,유,5
삼,육,1
삼,윤,1
삼,음,3
삼,의,6
삼,일,29
삼,입,6
삼,잎,5
삼,자,17
삼,적,1
삼,전,9
삼,주,4
삼,점,6
삼,정,5
삼,제,5
삼,족,5
삼,죽,8
삼,준,1
삼,직,1
삼,퇴,1
삼,징,1
삼,창,3
삼,처,1
삼,척,17
삼,첨,5
삼,첩,5
삼,초,13
삼,총,2
삼,최,1
삼,추,6
삼,축,1
삼,친,1
삼,칠,8
삼,침,2
삼,킴,1
삼,탄,7
삼,탈,1
삼,탯,1
삼,토,3
삼,통,3
삼,티,1
삼,파,1
삼,판,7
삼,패,2
삼,편,1
삼,평,2
삼,풍,1
삼,하,3
삼,학,4
삼,함,1
삼,합,9
삼,항,3
삼,해,2
삼,행,4
삼,향,1
삼,허,1
삼,헌,2
삼,혁,2
삼,혈,3
삼,협,1
삼,형,2
삼,혜,1
삼,호,5
삼,혹,1
삼,혼,2
삼,환,3
삼,황,13
삼,회,7
삼,효,1
삼,흉,2
삼,희,1
삼,힌,1
삼,스,1
삼,어,2
삼,잡,2
삼,술,2
삼,칼,1
삼,벌,1
삼,밭,1
삼,옥,1
삼,읍,1
삼,꼬,1
삼,랭,1
왕,<EOS>,899
왕,복,23
왕,진,6
왕,조,95
왕,가,11
왕,잠,6
왕,퉁,4
왕,후,35
왕,릉,17
왕,생,28
왕,개,2
왕,성,10
왕,독,2
왕,나,2
왕,무,3
왕,손,3
왕,묘,6
왕,자,24
왕,과,1
왕,궁,6
왕,도,7
왕,천,2
왕,신,3
왕,국,76
왕,경,5
왕,지,15
왕,꽃,2
왕,거,10
왕,날,1
왕,불,2
왕,관,8
왕,실,2
왕,벌,2
왕,검,3
왕,병,2
왕,의,6
왕,비,11
왕,공,4
왕,부,3
왕,간,1
왕,군,1
왕,하,4
왕,제,4
왕,토,3
왕,막,2
왕,래,18
왕,구,2
왕,새,6
왕,매,5
왕,법,5
왕,사,7
왕,이,3
왕,기,3
왕,재,3
왕,설,4
왕,머,1
왕,림,4
왕,뚱,2
왕,보,1
왕,언,3
왕,광,1
왕,위,3
왕,갈,1
왕,갑,1
왕,갓,1
왕,강,2
왕,겟,1
왕,겨,2
왕,격,2
왕,견,2
왕,계,1
왕,고,8
왕,곡,3
왕,골,7
왕,곱,1
왕,굴,3
왕,권,3
왕,규,1
왕,글,1
왕,길,1
왕,꼬,1
왕,꿰,1
왕,낚,1
왕,녀,1
왕,년,1
왕,눈,8
왕,단,2
왕,담,1
왕,당,2
왕,대,5
왕,덕,1
왕,돌,1
왕,두,2
왕,둥,1
왕,드,1
왕,등,2
왕,땅,1
왕,띠,1
왕,란,1
왕,랑,1
왕,려,1
왕,련,1
왕,령,3
왕,로,1
왕,롱,2
왕,륜,1
왕,립,1
왕,망,4
왕,메,1
왕,멸,1
왕,명,1
왕,모,8
왕,민,1
왕,바,1
왕,반,2
왕,밤,1
왕,방,2
왕,배,4
왕,백,1
왕,봉,1
왕,뽕,1
왕,산,1
왕,삼,1
왕,상,3
왕,석,1
왕,세,1
왕,소,2
왕,송,1
왕,수,2
왕,시,1
왕,쌀,1
왕,씨,1
왕,아,1
왕,알,2
왕,약,2
왕,양,3
왕,어,1
왕,얽,1
왕,업,1
왕,여,1
왕,연,3
왕,오,1
왕,옥,1
왕,왕,7
왕,운,1
왕,월,1
왕,유,6
왕,윤,1
왕,은,1
왕,인,1
왕,일,4
왕,잎,1
왕,작,1
왕,장,2
왕,저,1
왕,적,2
왕,전,1
왕,정,4
왕,족,1
왕,좌,5
왕,죄,1
왕,주,1
왕,죽,1
왕,중,1
왕,증,1
왕,참,2
왕,창,4
왕,책,1
왕,척,3
왕,철,1
왕,청,8
왕,초,1
왕,춘,2
왕,치,1
왕,칭,1
왕,탄,1
왕,태,6
왕,택,1
왕,통,2
왕,파,1
왕,팔,1
왕,패,1
왕,피,1
왕,학,2
왕,항,2
왕,현,1
왕,호,1
왕,혹,2
왕,화,4
왕,환,2
왕,흥,3
왕,희,1
왕,직,2
왕,마,1
왕,행,1
왕,문,1
왕,팽,1
왕,우,2
왕,찰,1
왕,별,1
왕,버,1
왕,영,1
왕,홀,2
듭,<EOS>,112
듭,다,3
듭,그,1
듭,떠,1
듭,인,1
듭,제,2
듭,풀,2
듭,기,1
듭,새,1
듭,시,1
듭,결,2
듭,염,1
듭,혹,1
듭,글,1
듭,체,1
듭,뜨,1
듭,지,1
짓,<EOS>,331
짓,말,8
짓,잎,2
짓,다,29
짓,거,9
짓,년,1
짓,도,1
짓,마,1
짓,부,1
짓,분,1
짓,새,1
짓,수,3
짓,스,1
짓,신,2
짓,아,1
짓,약,1
짓,열,1
짓,창,1
짓,기,31
짓,모,2
짓,찧,2
짓,물,5
짓,느,2
짓,하,6
짓,점,3
짓,고,3
짓,대,2
짓,멈,2
짓,극,1
짓,진,1
짓,값,1
짓,어,1
짓,언,1
짓,여,1
짓,달,1
짓,이,1
짓,가,2
짓,굽,1
짓,꾸,1
짓,괴,1
짓,궂,1
짓,글,1
짓,까,1
짓,깔,1
짓,끌,2
짓,눌,2
짓,닥,1
짓,두,1
짓,디,1
짓,딩,1
짓,때,1
짓,뚝,8
짓,망,2
짓,맞,1
짓,몰,1
짓,뭉,1
짓,박,1
짓,밟,2
짓,뻘,1
짓,속,1
짓,숙,1
짓,시,3
짓,외,1
짓,저,1
짓,짓,1
짓,쪼,2
짓,쫏,1
짓,쫓,2
짓,찔,1
짓,찢,1
짓,차,1
짓,쳇,2
짓,퀴,1
짓,태,1
짓,튕,1
짓,개,1
틀,<EOS>,452
틀,목,3
틀,음,6
틀,기,7
틀,레,8
틀,거,3
틀,다,20
틀,운,1
틀,니,1
틀,란,7
틀,릿,6
틀,곰,1
틀,개,6
틀,굼,1
틀,돌,1
틀,동,3
틀,방,2
틀,벽,2
틀,부,1
틀,꼼,1
틀,꿈,1
틀,벌,1
틀,라,9
틀,밭,1
틀,리,19
틀,차,1
틀,도,2
틀,하,7
틀,어,16
틀,두,2
틀,림,6
틀,미,1
틀,임,3
틀,록,2
틀,아,1
틀,턴,1
틀,피,1
틀,몽,2
틀,보,4
틀,뭉,2
틀,구,1
틀,써,1
틀,걸,2
틀,배,2
틀,러,5
틀,로,1
틀,랜,19
틀,넥,3
틀,랙,1
틀,이,7
틀,채,1
틀,비,3
틀,스,2
틀,자,2
틀,빼,2
틀,삐,1
틀,식,2
틀,논,1
틀,먼,2
틀,콕,1
틀,톱,2
틀,루,1
틀,랄,1
틀,뼈,2
틀,판,2
틀,무,1
틀,드,2
틀,린,2
틀,고,1
틀,그,1
틀,려,1
틀,바,1
틀,수,2
틀,시,1
틀,일,1
틀,집,1
틀,팽,1
틀,형,1
틀,랩,1
틀,허,2
틀,오,1
틀,감,1
틀,공,1
틀,랑,1
틀,조,1
틀,진,1
란,<EOS>,871
란,침,1
란,화,6
란,계,15
란,타,15
란,테,5
란,투,5
란,국,3
란,지,19
란,숲,3
란,송,1
란,가,3
란,초,11
란,친,2
란,드,56
란,스,23
란,죄,1
란,의,3
란,도,15
란,형,3
란,광,3
란,쩍,1
란,공,3
란,왈,1
란,디,4
란,사,3
란,차,4
란,카,2
란,다,6
란,한,1
란,히,13
란,치,5
란,곰,1
란,깃,1
란,단,1
란,뚝,1
란,목,2
란,돌,3
란,무,6
란,버,1
란,소,12
란,자,14
란,작,1
란,잔,1
란,재,1
란,주,1
란,줄,3
란,진,2
란,풀,6
란,허,1
란,티,7
란,간,9
란,트,22
란,성,10
란,운,2
란,은,1
란,등,3
란,하,6
란,텔,3
란,각,3
란,개,2
란,객,1
란,관,6
란,교,1
란,군,1
란,낭,1
란,내,1
란,당,1
란,독,3
란,동,2
란,됴,1
란,류,1
란,륜,3
란,리,4
란,린,2
란,립,2
란,마,1
란,막,1
란,만,6
란,맥,2
란,면,1
란,명,1
란,모,1
란,몽,1
란,문,5
란,민,1
란,반,1
란,발,3
란,방,1
란,백,6
란,벌,2
란,법,1
란,병,2
란,보,1
란,봉,1
란,부,1
란,분,9
란,비,2
란,새,1
란,생,3
란,세,3
란,속,2
란,수,1
란,숙,3
란,시,11
란,신,2
란,심,1
란,언,1
란,여,1
란,외,2
란,용,3
란,원,4
란,위,1
란,육,4
란,익,2
란,일,1
란,입,2
란,잡,1
란,장,5
란,저,2
란,적,1
란,전,2
란,정,5
란,제,1
란,조,2
란,중,2
란,창,3
란,체,6
란,취,2
란,츠,6
란,층,2
란,탁,1
란,탄,3
란,태,1
란,톈,2
란,파,1
란,판,1
란,포,3
란,폭,1
란,필,1
란,할,1
란,함,1
란,합,1
란,해,1
란,핵,1
란,행,1
란,향,1
란,현,1
란,혼,1
란,황,3
란,획,1
란,후,4
란,데,1
란,팡,1
란,넬,3
란,밥,1
란,과,1
란,뿌,1
란,이,6
란,찬,1
란,꽃,1
란,유,2
란,페,2
란,젤,1
란,서,2
란,겔,1
란,덴,4
란,쿠,1
란,팅,1
란,나,1
란,증,4
란,푸,1
란,률,1
란,상,2
란,그,1
란,야,1
란,더,2
란,토,5
란,석,1
란,색,1
란,호,1
란,잠,1
란,뻑,2
란,바,1
란,우,1
란,격,1
란,아,1
란,기,3
란,툴,1
란,습,1
란,실,2
란,퀼,1
란,노,1
란,닭,1
란,띠,1
란,박,1
란,틀,1
란,딘,1
란,쟈,1
란,델,1
란,살,1
란,산,1
침,<EOS>,830
침,식,33
침,지,11
침,입,15
침,노,11
침,강,35
침,대,29
침,략,21
침,기,9
침,수,12
침,재,6
침,질,12
침,무,2
침,없,1
침,보,3
침,턱,4
침,소,12
침,압,2
침,효,1
침,범,5
침,투,13
침,적,8
침,어,6
침,용,3
침,채,3
침,해,11
침,윤,18
침,스,2
침,로,18
침,하,22
침,전,32
침,엿,1
침,반,8
침,면,3
침,엽,9
침,모,4
침,파,6
침,률,3
침,인,1
침,산,3
침,개,3
침,묵,16
침,상,9
침,천,1
침,법,7
침,중,4
침,출,10
침,형,2
침,협,1
침,의,8
침,판,5
침,구,9
침,떡,2
침,돌,4
침,동,1
침,찜,1
침,국,1
침,잡,1
침,굴,1
침,삭,3
침,잎,2
침,종,5
침,시,3
침,균,2
침,얼,1
침,땅,2
침,새,2
침,몰,5
침,도,4
침,저,5
침,착,9
침,주,2
침,되,1
침,료,1
침,바,2
침,학,3
침,제,2
침,날,1
침,때,1
침,례,5
침,자,6
침,침,12
침,석,2
침,사,10
침,웅,4
침,뼈,1
침,맞,1
침,꽃,1
침,공,6
침,접,1
침,안,2
침,목,5
침,야,1
침,감,1
침,거,2
침,격,2
침,경,2
침,고,1
침,골,1
침,관,2
침,괴,1
침,굉,4
침,금,1
침,낭,1
침,녀,1
침,놓,3
침,니,1
침,닉,3
침,단,2
침,담,1
침,독,2
침,돈,2
침,두,2
침,둔,2
침,락,2
침,란,2
침,랑,1
침,랸,1
침,량,4
침,려,2
침,루,2
침,류,1
침,륜,3
침,릉,2
침,망,3
침,매,2
침,맥,1
침,멸,1
침,묘,1
침,문,1
침,미,2
침,민,2
침,박,2
침,받,1
침,방,2
침,벌,3
침,변,1
침,병,2
침,복,2
침,본,1
침,봉,1
침,부,2
침,불,5
침,샘,4
침,선,7
침,설,2
침,성,2
침,손,2
침,술,3
침,습,2
침,신,1
침,실,1
침,심,2
침,암,2
침,애,1
침,액,1
침,약,1
침,염,2
침,예,1
침,옥,1
침,와,2
침,완,3
침,요,2
침,우,2
침,울,4
침,원,2
침,월,2
침,유,3
침,은,2
침,음,4
침,작,2
침,잠,2
침,장,2
침,점,2
침,정,5
침,조,4
침,징,3
침,책,2
침,척,1
침,철,2
침,청,1
침,체,5
침,촌,1
침,취,4
침,치,2
침,칠,1
침,켄,1
침,탁,2
침,탄,3
침,탈,3
침,태,2
침,통,6
침,팬,2
침,포,2
침,핍,2
침,한,2
침,향,5
침,혈,1
침,혹,3
침,활,1
침,후,2
침,훼,2
침,흘,2
침,증,1
침,까,1
못,<EOS>,180
못,자,14
못,굴,1
못,지,3
못,버,1
못,뽑,2
못,찬,1
못,하,6
못,해,2
못,가,1
못,갖,3
못,난,3
못,내,1
못,네,2
못,다,1
못,단,1
못,동,1
못,마,5
못,방,1
못,부,1
못,섬,1
못,걸,1
못,소,2
못,송,1
못,이,1
못,정,3
못,질,2
못,나,1
못,치,1
못,보,3
못,함,2
못,냄,1
못,됴,1
못,누,1
못,꽂,1
못,넘,1
랄,<EOS>,79
랄,파,1
랄,프,1
랄,레,3
랄,부,1
랄,루,3
랄,가,1
랄,망,1
랄,벌,1
랄,선,2
랄,라,7
랄,랑,1
랄,렌,1
랄,로,3
랄,리,5
랄,반,1
랄,병,1
랄,테,1
랄,무,2
랄,드,3
랄,스,2
랄,용,1
랄,토,1
랄,코,1
랄,화,1
신,<EOS>,3021
신,경,413
신,호,221
신,앙,33
신,수,21
신,지,29
신,기,79
신,선,28
신,금,5
신,음,4
신,근,4
신,고,72
신,간,12
신,말,2
신,질,5
신,병,27
신,라,38
신,세,19
신,보,14
신,변,10
신,갑,2
신,하,26
신,거,7
신,대,12
신,정,12
신,도,18
신,명,22
신,굿,13
신,절,3
신,전,16
신,탁,99
신,문,120
신,개,10
신,교,9
신,용,98
신,성,35
신,사,38
신,화,46
신,다,6
신,스,8
신,겁,3
신,공,14
신,청,24
신,록,7
신,우,10
신,찬,8
신,환,8
신,학,51
신,풍,4
신,옥,2
신,장,47
신,풀,14
신,뢰,11
신,삼,2
신,비,34
신,부,30
신,곱,2
신,첩,3
신,주,24
신,퇴,5
신,상,15
신,의,23
신,포,5
신,관,27
신,년,6
신,희,2
신,원,18
신,적,10
신,망,19
신,자,17
신,시,9
신,감,6
신,안,12
신,일,6
신,복,8
신,좌,4
신,법,8
신,강,6
신,권,5
신,굽,1
신,같,1
신,크,3
신,티,3
신,묘,8
신,생,34
신,없,5
신,서,12
신,국,11
신,갈,7
신,깝,1
신,껍,1
신,꿉,2
신,촌,3
신,낙,3
신,히,3
신,납,3
신,임,15
신,령,13
신,넙,1
신,동,4
신,랑,12
신,석,15
신,녹,1
신,눅,1
신,조,17
신,이,5
신,로,5
신,방,12
신,체,27
신,증,6
신,면,2
신,어,7
신,론,14
신,징,2
신,과,7
신,속,13
신,군,4
신,연,10
신,충,4
신,죽,3
신,제,9
신,통,17
신,양,6
신,유,7
신,벗,1
신,창,4
신,저,5
신,코,1
신,례,2
신,한,4
신,념,3
신,녀,5
신,소,11
신,둥,3
신,무,8
신,력,2
신,칙,5
신,박,3
신,료,4
신,반,3
신,련,3
신,애,4
신,집,3
신,벅,1
신,끈,1
신,구,14
신,각,3
신,분,23
신,그,1
신,북,2
신,쇄,3
신,실,6
신,심,15
신,립,4
신,나,5
신,승,3
신,판,9
신,덕,7
신,족,7
신,염,3
신,탕,2
신,작,8
신,중,11
신,발,23
신,곡,5
신,입,12
신,산,9
신,행,6
신,열,7
신,종,6
신,손,1
신,편,4
신,닢,1
신,가,4
신,객,1
신,건,4
신,검,3
신,격,5
신,견,1
신,겸,2
신,계,5
신,골,2
신,광,2
신,괴,2
신,궁,1
신,궐,1
신,귀,2
신,규,2
신,극,1
신,급,2
신,긔,1
신,깔,1
신,남,4
신,낭,1
신,너,1
신,노,1
신,놀,1
신,농,5
신,니,1
신,단,5
신,달,1
신,답,3
신,당,5
신,더,1
신,데,2
신,독,3
신,돌,2
신,두,1
신,드,4
신,득,1
신,들,7
신,등,3
신,디,10
신,락,2
신,랄,3
신,람,2
신,래,5
신,량,4
신,려,2
신,루,2
신,륵,1
신,릉,1
신,리,3
신,린,2
신,림,2
신,마,1
신,막,1
신,맥,1
신,맨,1
신,멸,2
신,모,1
신,목,1
신,묵,2
신,물,2
신,미,9
신,민,7
신,밀,2
신,바,2
신,배,1
신,백,2
신,번,3
신,벌,4
신,범,1
신,벽,1
신,본,1
신,봉,3
신,불,7
신,붓,1
신,붕,1
신,빈,1
신,빙,4
신,삭,1
신,새,1
신,색,4
신,샹,1
신,설,6
신,섭,2
신,션,1
신,셜,1
신,송,1
신,숙,2
신,순,2
신,술,2
신,숭,2
신,식,2
신,신,10
신,펀,1
신,아,2
신,악,2
신,알,3
신,액,1
신,야,1
신,약,13
신,언,3
신,엄,2
신,업,1
신,에,1
신,여,3
신,역,3
신,엽,1
신,영,3
신,예,4
신,오,3
신,온,1
신,옹,1
신,와,1
신,외,2
신,요,2
신,운,3
신,월,6
신,위,2
신,율,1
신,은,1
신,읍,2
신,응,1
신,익,1
신,인,15
신,재,2
신,점,2
신,접,6
신,젖,2
신,졸,1
신,준,1
신,줏,1
신,직,3
신,진,7
신,찐,2
신,차,5
신,착,5
신,참,2
신,채,3
신,책,1
신,천,6
신,철,3
신,초,1
신,총,1
신,추,1
신,축,11
신,춘,2
신,출,7
신,취,2
신,친,4
신,칸,3
신,칼,2
신,케,2
신,키,1
신,탄,5
신,태,1
신,택,2
신,턴,1
신,털,1
신,톄,1
신,토,1
신,트,1
신,틀,2
신,틱,1
신,틸,2
신,파,9
신,패,1
신,팽,1
신,페,2
신,평,2
신,표,1
신,푸,1
신,품,5
신,필,2
신,할,2
신,항,1
신,해,7
신,향,3
신,허,5
신,험,1
신,혈,2
신,형,3
신,혜,1
신,혼,9
신,홋,1
신,황,1
신,회,1
신,획,1
신,효,2
신,후,8
신,훈,1
신,휘,1
신,흔,1
신,흥,13
신,젓,1
신,곁,1
신,욱,2
신,처,1
신,매,1
신,만,4
신,탓,3
신,혁,1
신,머,9
신,피,1
신,결,2
신,까,1
신,팍,1
신,퍽,1
신,폭,1
신,푹,1
신,협,1
신,짝,1
신,헙,1
신,혹,1
신,치,1
랍,<EOS>,146
랍,다,42
랍,깍,2
랍,질,2
랍,월,2
랍,매,1
랍,배,1
랍,비,1
랍,석,1
랍,선,1
랍,설,2
랍,숙,1
랍,스,3
랍,약,1
랍,염,2
랍,육,1
랍,의,3
랍,일,1
랍,전,3
랍,제,1
랍,조,1
